    time(1)             time(2)             stran(1)            stran(2)            stran(3)            stran(4)            stran(5)            stran(6)            stress(1)           stress(2)           stress(3)           stress(4)           stress(5)           stress(6)      G                   K                   eta                 D                   I                   Yield               EPSPX               EPSPY               EPSPZ               GAMMAXY             GAMMAXZ             GAMMAYZ             Ni                  Sum_Rate            F1_max              F2_max              Rn_max              F0_last             F0_max         
 2910000.0000        2910000.0000       -.72750000000E-01   0.52117620315E-01   0.52117620315E-01    0.0000000000        0.0000000000        0.0000000000       -39.702102644       -9.9999991181       -9.9999991181        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4925154938       -.48752582307        100000000.00        1.0000000000       -.72160992105E-01   0.52032731882E-01   0.52032731882E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.63851823846E-05   0.69400749929E-05   0.29553867571E-04   0.12843537185E-05   0.25199941098E-02   
 3010000.0000        3010000.0000       -.75250000000E-01   0.54092944684E-01   0.54092944684E-01    0.0000000000        0.0000000000        0.0000000000       -39.594412577       -9.9999991204       -9.9999991204        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4897913940       -.48298565667        100000000.00        1.0000000000       -.74662789543E-01   0.54008053343E-01   0.54008053343E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.50991338085E-06   0.11291944027E-04   0.33639975413E-04   0.74419133966E-06   0.28480873269E-02   
 3110000.0000        3110000.0000       -.77750000000E-01   0.56059902985E-01   0.56059902985E-01    0.0000000000        0.0000000000        0.0000000000       -39.474673040       -9.9999991189       -9.9999991189        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4867509120       -.47791818669        100000000.00        1.0000000000       -.77164783439E-01   0.55975007096E-01   0.55975007096E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.78408781690E-06   0.21629069700E-04   0.37317991066E-04   0.32438975950E-08   0.31346005922E-02   
 3210000.0000        3210000.0000       -.80250000000E-01   0.58017624174E-01   0.58017624174E-01    0.0000000000        0.0000000000        0.0000000000       -39.344425433       -9.9999991263       -9.9999991263        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4834296712       -.47238278526        100000000.00        1.0000000000       -.79666947952E-01   0.57932722748E-01   0.57932722748E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.72169305199E-06   0.78198837414E-05   0.40573318888E-04   0.23761458543E-05   0.33972846949E-02   
 3310000.0000        3310000.0000       -.82750000000E-01   0.59965350562E-01   0.59965350562E-01    0.0000000000        0.0000000000        0.0000000000       -39.205099248       -9.9999991260       -9.9999991260        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4798607564       -.46643459393        100000000.00        1.0000000000       -.82169256707E-01   0.59880441322E-01   0.59880441322E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.11295248168E-04   0.12436852170E-04   0.43480227529E-04   0.76412014494E-08   0.36174903761E-02   
 3410000.0000        3410000.0000       -.85250000000E-01   0.61902429491E-01   0.61902429491E-01    0.0000000000        0.0000000000        0.0000000000       -39.058013767       -9.9999991222       -9.9999991222        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4760748113       -.46012468549        100000000.00        1.0000000000       -.84671685855E-01   0.61817509365E-01   0.61817509365E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.64664594248E-05   0.23788778130E-05   0.46081463184E-04   0.14265104653E-08   0.38167035483E-02   
 3510000.0000        3510000.0000       -.87750000000E-01   0.63828305149E-01   0.63828305149E-01    0.0000000000        0.0000000000        0.0000000000       -38.904380789       -9.9999991240       -9.9999991240        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4721001463       -.45350024376        100000000.00        1.0000000000       -.87174215916E-01   0.63743372186E-01   0.63743372186E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.40799755013E-04   0.63057613325E-04   0.48385988651E-04   0.11332971894E-07   0.39475416359E-02   
 3610000.0000        3610000.0000       -.90250000000E-01   0.65742510603E-01   0.65742510603E-01    0.0000000000        0.0000000000        0.0000000000       -38.745308764       -9.9999991257       -9.9999991257        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4679628603       -.44660476719        100000000.00        1.0000000000       -.89676826623E-01   0.65657561958E-01   0.65657561958E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.18738729924E-04   0.46210149836E-04   0.50464680712E-04   0.92652626904E-07   0.40936137965E-02   
 3710000.0000        3710000.0000       -.92750000000E-01   0.67644660143E-01   0.67644660143E-01    0.0000000000        0.0000000000        0.0000000000       -38.581807515       -9.9999991312       -9.9999991312        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4636869590       -.43947826488        100000000.00        1.0000000000       -.92179499813E-01   0.67559692370E-01   0.67559692370E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.11104357505E-05   0.26658238248E-05   0.52226098230E-04   0.14009238214E-08   0.42293367475E-02   
 3810000.0000        3810000.0000       -.95250000000E-01   0.69534441988E-01   0.69534441988E-01    0.0000000000        0.0000000000        0.0000000000       -38.414793276       -9.9999991240       -9.9999991240        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4592944737       -.43215745623        100000000.00        1.0000000000       -.94682219407E-01   0.69449451366E-01   0.69449451366E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.76810156848E-05   0.93050421199E-05   0.53752687908E-04   0.57506237994E-07   0.43183898610E-02   
